id,query,relevant,category,max_score,top_1_score,top_2_score,top_3_score,top_chunk_id,top_title,top_url
25,How many coins are earned at Level 50?,True,gaming,0.6134796142578125,0.6134796142578125,0.468264639377594,0.4664076864719391,chunk-gaming-deod-hunt,Decentrawood Gaming,https://gaming.decentrawood.com/
26,What games are free?,True,gaming,0.5703533291816711,0.5703533291816711,0.5252417325973511,0.47515493631362915,chunk-gaming-other-games,Decentrawood Gaming,https://gaming.decentrawood.com/
27,What is DEOD staking?,True,staking,0.6796590089797974,0.6796590089797974,0.6708629727363586,0.490950345993042,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
28,Where can I stake DEOD?,True,staking,0.6173921823501587,0.6173921823501587,0.5727458000183105,0.4820188879966736,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
29,What is GlobalStaking?,True,staking,0.3957881033420563,0.3957881033420563,0.2639547288417816,0.25993674993515015,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
30,Take me to DEOD Staking.,True,staking,0.6149394512176514,0.6149394512176514,0.4952182173728943,0.4085865318775177,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
31,What is the staking APY?,False,hallucination,0.45465943217277527,0.45465943217277527,0.37865445017814636,0.3707372546195984,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
32,What is DEOD AI?,True,deod_ai,0.7572240829467773,0.7572240829467773,0.6971803903579712,0.6839711666107178,chunk-deod-ai-overview,DEOD AI — Home,https://deod.ai/
33,I want to create an AI agent.,True,deod_ai,0.6948268413543701,0.6948268413543701,0.6867552995681763,0.6696617603302002,chunk-deod-ai-modules,DEOD AI — Home,https://deod.ai/
34,What is KYA?,True,deod_ai,0.4920765161514282,0.4920765161514282,0.4897260367870331,0.45578810572624207,chunk-kya-trust-security,Know Your Agent (KYA),https://deod.ai/know-your-agent
35,Take me to KYA.,True,deod_ai,0.38461238145828247,0.38461238145828247,0.3144611120223999,0.2659960687160492,chunk-kya-verification,Know Your Agent (KYA),https://deod.ai/know-your-agent
36,What is Use Your Agent?,True,deod_ai,0.5106627941131592,0.5106627941131592,0.4999283254146576,0.46704551577568054,chunk-use-agent-marketplace-agents,Use Your Agent,https://deod.ai/use-your-agent
37,What is the Decentrawood Metaverse?,True,metaverse,0.6482120752334595,0.6482120752334595,0.6073183417320251,0.6005604863166809,chunk-decentrawood-home-overview,Decentrawood — Home,https://decentrawood.com/
38,What zones are in the Metaverse?,True,metaverse,0.6985594630241394,0.6985594630241394,0.4881018102169037,0.4836900532245636,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
39,Tell me about the Gaming Zone.,True,metaverse,0.5772266387939453,0.5772266387939453,0.5180088877677917,0.44454947113990784,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
40,What is the Glamour Zone?,True,metaverse,0.5823794603347778,0.5823794603347778,0.41284826397895813,0.3543316423892975,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
41,What is the Culture Zone?,True,metaverse,0.6308478116989136,0.6308478116989136,0.4308539032936096,0.29793766140937805,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
42,Open the Metaverse page.,True,metaverse,0.33625084161758423,0.33625084161758423,0.30078190565109253,0.29549938440322876,chunk-socialzone-groups,Social Zone,https://decentrawood.com/socialzone
43,What is the Social Zone?,True,social,0.6755766272544861,0.6755766272544861,0.5907272696495056,0.47892528772354126,chunk-what-is-decentrawood-social-zone,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
44,What community groups are available?,True,social,0.6013821363449097,0.6013821363449097,0.42954859137535095,0.4175814390182495,chunk-socialzone-groups,Social Zone,https://decentrawood.com/socialzone
45,Is messaging end-to-end encrypted?,True,social,0.38463282585144043,0.38463282585144043,0.19091279804706573,0.18733398616313934,chunk-socialzone-privacy,Social Zone,https://decentrawood.com/socialzone
46,Can I export or wipe my data?,True,social,0.45393842458724976,0.45393842458724976,0.11902868747711182,0.11409824341535568,chunk-socialzone-privacy,Social Zone,https://decentrawood.com/socialzone
47,How can I become a community builder?,True,community,0.5741758942604065,0.5741758942604065,0.36830979585647583,0.3437826335430145,chunk-community-rewards,Build the Community,https://decentrawood.com/community
48,What rewards can community members earn?,True,community,0.6548231244087219,0.6548231244087219,0.4790113866329193,0.45939284563064575,chunk-community-rewards,Build the Community,https://decentrawood.com/community
49,What is Decentrawood DAO?,True,dao,0.7547568082809448,0.7547568082809448,0.6405210494995117,0.5833423137664795,chunk-what-is-decentrawood-dao,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
50,How does governance work?,True,dao,0.4101577699184418,0.4101577699184418,0.3457440435886383,0.3398691415786743,chunk-dao-decentrawood-dao,Decentrawood DAO,https://decentrawood.com/dao
51,How do I vote?,True,dao,0.20778018236160278,0.20778018236160278,0.14555984735488892,0.14200237393379211,chunk-dao-decentrawood-dao,Decentrawood DAO,https://decentrawood.com/dao
52,Take me to DAO.,True,dao,0.4257117807865143,0.4257117807865143,0.35607701539993286,0.33470362424850464,chunk-dao-what-is,Decentrawood DAO,https://decentrawood.com/dao
53,What is DEOD?,True,deod,0.7032811641693115,0.7032811641693115,0.5092750787734985,0.5069816708564758,chunk-about-us-deod,About Us — Decentrawood,https://decentrawood.com/about-us
54,Where can I buy it?,True,trade,0.22924184799194336,0.22924184799194336,0.22809429466724396,0.2249545305967331,chunk-glamour_zone-dwood-shop,Dwood Shop,https://glamour.decentrawood.com/
55,Tell me about DEOD HUNT.,True,gaming,0.5982205867767334,0.5982205867767334,0.4147847890853882,0.4056316018104553,chunk-gaming-deod-hunt,Decentrawood Gaming,https://gaming.decentrawood.com/
56,How many levels does it have?,True,gaming,0.3899078071117401,0.3899078071117401,0.388200581073761,0.30588120222091675,chunk-gaming-other-games,Decentrawood Gaming,https://gaming.decentrawood.com/
57,Tell me about DEOD AI.,True,deod_ai,0.7063606381416321,0.7063606381416321,0.668734610080719,0.6538470387458801,chunk-deod-ai-overview,DEOD AI — Home,https://deod.ai/
58,What about KYA?,True,deod_ai,0.4500430226325989,0.4500430226325989,0.4191421568393707,0.4188406765460968,chunk-kya-trust-security,Know Your Agent (KYA),https://deod.ai/know-your-agent
59,What is the current DEOD price?,False,hallucination,0.5371227264404297,0.5371227264404297,0.49706628918647766,0.49600154161453247,chunk-deodtoken-v2-contract,DEOD Tokenomics,https://decentrawood.com/DeodToken
60,What is the exact staking APY?,False,hallucination,0.3709709942340851,0.3709709942340851,0.3685714304447174,0.302171915769577,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
61,Who is the CEO of Decentrawood?,False,hallucination,0.5003230571746826,0.5003230571746826,0.49950459599494934,0.4973132908344269,chunk-what-is-decentrawood-overview,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
62,Is DEOD guaranteed to increase in price?,False,hallucination,0.49764299392700195,0.49764299392700195,0.47551223635673523,0.45196911692619324,chunk-decentrawood-home-arbitrage,Decentrawood — Home,https://decentrawood.com/
63,Tell me a Decentrawood fact that is not in your knowledge base.,False,hallucination,0.4550715684890747,0.4550715684890747,0.42514535784721375,0.42477256059646606,chunk-about-us-platform,About Us — Decentrawood,https://decentrawood.com/about-us
64,What blockchain does Decentrawood use?,True,core_decentrawood,0.687815248966217,0.687815248966217,0.5683601498603821,0.5350146293640137,chunk-about-us-platform,About Us — Decentrawood,https://decentrawood.com/about-us
65,What is the DEOD token?,True,deod,0.8103597164154053,0.8103597164154053,0.6981456279754639,0.5708618760108948,chunk-about-us-deod,About Us — Decentrawood,https://decentrawood.com/about-us
66,What is the total supply of DEOD?,True,deod,0.5318974256515503,0.5318974256515503,0.5011600255966187,0.4859558343887329,chunk-deodtoken-v2-contract,DEOD Tokenomics,https://decentrawood.com/DeodToken
67,What is the DEOD v2 contract address?,True,deod,0.7036677598953247,0.7036677598953247,0.558185338973999,0.465905100107193,chunk-deodtoken-v2-contract,DEOD Tokenomics,https://decentrawood.com/DeodToken
68,What happened to the old DEOD contract?,True,deod,0.6143134236335754,0.6143134236335754,0.5009579658508301,0.4145417809486389,chunk-deodtoken-legacy,DEOD Tokenomics,https://decentrawood.com/DeodToken
69,How can I buy DEOD token?,True,trade,0.6428049802780151,0.6428049802780151,0.6193961501121521,0.5497931838035583,chunk-about-us-deod,About Us — Decentrawood,https://decentrawood.com/about-us
70,Which exchange is recommended for new users?,True,trade,0.35305604338645935,0.35305604338645935,0.3358522355556488,0.3201630413532257,chunk-trade-exchanges,Buy DEOD — Trade,https://decentrawood.com/trade
71,What games are available on Decentrawood?,True,gaming,0.7271896004676819,0.7271896004676819,0.6959394812583923,0.5370078682899475,chunk-gaming-games-overview,Decentrawood Games — Full List,https://gaming.decentrawood.com
72,What wallet do I need to play games?,True,gaming,0.4171491265296936,0.4171491265296936,0.3970297873020172,0.3906797766685486,chunk-gaming-other-games,Decentrawood Gaming,https://gaming.decentrawood.com/
73,Take me to the blog,True,navigation,0.2229170799255371,0.2229170799255371,0.21518617868423462,0.19407755136489868,chunk-glamour_zone-muse-of-erotica,Muse of Erotica,https://glamour.decentrawood.com/
74,Show me the news,True,navigation,0.0931093841791153,0.0931093841791153,0.09063082933425903,0.07584495097398758,chunk-glamour_zone-burj-khalifa,Burj Khalifa,https://glamour.decentrawood.com/
75,Open the NFT marketplace,True,navigation,0.45459890365600586,0.45459890365600586,0.35829755663871765,0.32996901869773865,chunk-decentrawood-home-community,Decentrawood — Home,https://decentrawood.com/
76,Show me the rich list,True,navigation,0.20301902294158936,0.20301902294158936,0.19080080091953278,0.17827031016349792,chunk-gaming-other-games,Decentrawood Gaming,https://gaming.decentrawood.com/
77,What is the price of DEOD right now?,False,hallucination,0.5041322112083435,0.5041322112083435,0.4995555579662323,0.498517781496048,chunk-decentrawood-home-arbitrage,Decentrawood — Home,https://decentrawood.com/
78,Is DEOD listed on Binance?,False,hallucination,0.5284769535064697,0.5284769535064697,0.5273510217666626,0.4921584725379944,chunk-about-us-deod,About Us — Decentrawood,https://decentrawood.com/about-us
79,When was Decentrawood founded?,False,hallucination,0.5539905428886414,0.5539905428886414,0.5433638095855713,0.5179824829101562,chunk-about-us-platform,About Us — Decentrawood,https://decentrawood.com/about-us
80,What is Decentrawood in simple words?,True,core_decentrawood,0.518139123916626,0.518139123916626,0.5124925374984741,0.4980541467666626,chunk-what-is-decentrawood-overview,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
81,Is Decentrawood a gaming platform or a social platform?,True,core_decentrawood,0.749346911907196,0.749346911907196,0.7233368754386902,0.7076343297958374,chunk-decentrawood-home-overview,Decentrawood — Home,https://decentrawood.com/
82,What makes Decentrawood different from other metaverse platforms?,True,core_decentrawood,0.6357330679893494,0.6357330679893494,0.5871499180793762,0.5813904404640198,chunk-decentrawood-home-overview,Decentrawood — Home,https://decentrawood.com/
83,"What does ""People in Control"" mean on Decentrawood?",True,core_decentrawood,0.4792395234107971,0.4792395234107971,0.4780814051628113,0.4677237272262573,chunk-dao-decentrawood-dao,Decentrawood DAO,https://decentrawood.com/dao
84,What is the official website of Decentrawood?,True,core_decentrawood,0.6314252018928528,0.6314252018928528,0.6015453338623047,0.5854014158248901,chunk-what-is-decentrawood-overview,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
85,What is the effective supply of DEOD after burning?,True,deod,0.44566717743873596,0.44566717743873596,0.3946755826473236,0.3815343976020813,chunk-deodtoken-v2-contract,DEOD Tokenomics,https://decentrawood.com/DeodToken
86,How long does the team vesting last?,True,deod,0.30475515127182007,0.30475515127182007,0.23653872311115265,0.18114235997200012,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
87,What is the vesting schedule for the Holder Airdrop?,True,deod,0.46451303362846375,0.46451303362846375,0.2329355776309967,0.2076115608215332,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
88,How much DEOD is reserved for marketing?,True,deod,0.4902353882789612,0.4902353882789612,0.4513895511627197,0.425860732793808,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
89,What is the liquidity reserve amount?,True,deod,0.5045539736747742,0.5045539736747742,0.25845101475715637,0.2542727291584015,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
90,When does the vesting contract go live?,True,deod,0.3385055959224701,0.3385055959224701,0.1697547286748886,0.1657361090183258,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
91,What is the difference between MEXC and PancakeSwap?,True,trade,0.32845810055732727,0.32845810055732727,0.3204464614391327,0.1650746613740921,chunk-decentrawood-home-arbitrage,Decentrawood — Home,https://decentrawood.com/
92,Do I need KYC to buy DEOD on PancakeSwap?,True,trade,0.44428902864456177,0.44428902864456177,0.39205488562583923,0.37354838848114014,chunk-trade-exchanges,Buy DEOD — Trade,https://decentrawood.com/trade
93,What trading pairs does DEOD have?,True,trade,0.5371599197387695,0.5371599197387695,0.5152274966239929,0.5072556138038635,chunk-decentrawood-home-arbitrage,Decentrawood — Home,https://decentrawood.com/
94,What are the risks of DEOD arbitrage?,True,trade,0.5313774943351746,0.5313774943351746,0.4160427153110504,0.3476422429084778,chunk-decentrawood-home-arbitrage,Decentrawood — Home,https://decentrawood.com/
95,What is the old DEOD contract address on Polygon?,True,deod,0.6475982069969177,0.6475982069969177,0.4497200846672058,0.35231903195381165,chunk-deodtoken-legacy,DEOD Tokenomics,https://decentrawood.com/DeodToken
96,What genre is DRC Deod Racing Cartel?,True,gaming,0.6695008873939514,0.6695008873939514,0.49467089772224426,0.48433926701545715,chunk-gaming-drc,Decentrawood Gaming,https://gaming.decentrawood.com/
97,What is DEOD Hunt 2?,True,gaming,0.5913856029510498,0.5913856029510498,0.49014580249786377,0.48416462540626526,chunk-gaming-deod-hunt,Decentrawood Gaming,https://gaming.decentrawood.com/
98,Is Decentrawood gaming available on mobile?,True,gaming,0.5857726335525513,0.5857726335525513,0.5632513761520386,0.5532019138336182,chunk-gaming-games-overview,Decentrawood Games — Full List,https://gaming.decentrawood.com
99,What happens if I lose my MetaMask recovery phrase?,False,hallucination,0.1218513697385788,0.1218513697385788,0.1036422997713089,0.09098152816295624,chunk-deod-ai-contact,DEOD AI — Contact,https://deod.ai/contact
100,Can I own in-game assets as NFTs?,True,gaming,0.344587504863739,0.344587504863739,0.310081422328949,0.2983074486255646,chunk-dao-decentrawood-dao,Decentrawood DAO,https://decentrawood.com/dao
101,What venues are inside the Glamour Zone?,True,metaverse,0.5533884167671204,0.5533884167671204,0.5196403861045837,0.4615531265735626,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
102,What festivals are celebrated in the Culture Zone?,True,metaverse,0.4701545238494873,0.4701545238494873,0.3198499083518982,0.2835468649864197,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
103,What historical places exist in the Indus Zone?,True,metaverse,0.4205368459224701,0.4205368459224701,0.2661464810371399,0.23333612084388733,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
104,What is the Social Zone cross-cutting layer?,True,social,0.48552048206329346,0.48552048206329346,0.47681039571762085,0.29582202434539795,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
105,What is the Cupid Hub web link?,True,social,0.7653601169586182,0.7653601169586182,0.5502312779426575,0.43376797437667847,chunk-glamour_zone-cupid-hub,Cupid Hub,https://glamour.decentrawood.com/
106,What is the tagline of DEOD AI?,True,deod_ai,0.6070610284805298,0.6070610284805298,0.5747069716453552,0.5555655360221863,chunk-deod-ai-overview,DEOD AI — Home,https://deod.ai/
107,Can I train a custom AI model on Decentrawood?,True,deod_ai,0.5589168667793274,0.5589168667793274,0.5021964907646179,0.44903165102005005,chunk-what-is-decentrawood-overview,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
108,Who can use the AI Studio?,True,deod_ai,0.5534628629684448,0.5534628629684448,0.5521862506866455,0.5248519778251648,chunk-deod-ai-enterprise-features,DEOD AI — Home,https://deod.ai/
109,What is the difference between text-to-image and image-to-image?,True,deod_ai,0.17965969443321228,0.17965969443321228,0.15635690093040466,0.14991304278373718,chunk-what-is-decentrawood-tagline,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
110,How fast is the Decentrawood community growing?,True,social,0.6188040375709534,0.6188040375709534,0.5244975090026855,0.4966268539428711,chunk-socialzone-overview,Social Zone,https://decentrawood.com/socialzone
111,What is the daily engagement rate on Decentrawood?,True,social,0.5288046002388,0.5288046002388,0.45285069942474365,0.38582146167755127,chunk-socialzone-overview,Social Zone,https://decentrawood.com/socialzone
112,How many members are in the Metaverse Gamers group?,True,social,0.7623825073242188,0.7623825073242188,0.3731287717819214,0.345572292804718,chunk-socialzone-groups,Social Zone,https://decentrawood.com/socialzone
113,How many members are in the Party Lounge group?,True,social,0.5452964305877686,0.5452964305877686,0.30213358998298645,0.2759683132171631,chunk-socialzone-groups,Social Zone,https://decentrawood.com/socialzone
114,What event categories exist in the Social Zone?,True,social,0.5407506227493286,0.5407506227493286,0.5121663212776184,0.40339940786361694,chunk-what-is-decentrawood-social-zone,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
115,Is Heartlink available on iOS and Android?,True,social,0.5524002909660339,0.5524002909660339,0.21479304134845734,0.19043749570846558,chunk-socialzone-heartlink-cupidhub,Social Zone,https://decentrawood.com/socialzone
116,What does the Decentrawood DAO control?,True,dao,0.7359527349472046,0.7359527349472046,0.6488829255104065,0.5806894898414612,chunk-what-is-decentrawood-dao,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
117,How do I submit a DAO proposal?,True,dao,0.47466951608657837,0.47466951608657837,0.45576101541519165,0.3773018717765808,chunk-dao-what-is,Decentrawood DAO,https://decentrawood.com/dao
118,Can I propose a change to the NFT marketplace rules?,True,dao,0.35065773129463196,0.35065773129463196,0.31946879625320435,0.3082132339477539,chunk-decentrawood-home-community,Decentrawood — Home,https://decentrawood.com/
119,Where can I see active DAO proposals?,True,dao,0.43395671248435974,0.43395671248435974,0.4128563404083252,0.3851427733898163,chunk-dao-what-is,Decentrawood DAO,https://decentrawood.com/dao
120,What is the DAO proposal link?,True,dao,0.5811891555786133,0.5811891555786133,0.5276424288749695,0.45525458455085754,chunk-dao-what-is,Decentrawood DAO,https://decentrawood.com/dao
121,What hashtags should I use to earn social rewards?,True,community,0.44191306829452515,0.44191306829452515,0.3624507188796997,0.3551701009273529,chunk-community-rewards,Build the Community,https://decentrawood.com/community
122,Is there a cap on referrals?,True,community,0.3410222828388214,0.3410222828388214,0.19907453656196594,0.1921730637550354,chunk-decentrawood-home-community,Decentrawood — Home,https://decentrawood.com/
123,What do top leaderboard members win?,True,community,0.31361129879951477,0.31361129879951477,0.2671733796596527,0.26351943612098694,chunk-socialzone-groups,Social Zone,https://decentrawood.com/socialzone
124,How do I join the Decentrawood Telegram?,True,community,0.543393075466156,0.543393075466156,0.4595755934715271,0.38127321004867554,chunk-socialzone-heartlink-cupidhub,Social Zone,https://decentrawood.com/socialzone
125,Is my data safe on Decentrawood?,True,privacy,0.5870546102523804,0.5870546102523804,0.48525482416152954,0.43707147240638733,chunk-privacy-policy,Privacy Policy,https://decentrawood.com/private-policy
126,Can I delete my data from Decentrawood?,True,privacy,0.5149473547935486,0.5149473547935486,0.4217524528503418,0.41017553210258484,chunk-privacy-policy,Privacy Policy,https://decentrawood.com/private-policy
127,Are messages on Decentrawood encrypted?,True,privacy,0.5272670388221741,0.5272670388221741,0.4738897681236267,0.41903722286224365,chunk-privacy-policy,Privacy Policy,https://decentrawood.com/private-policy
128,Who controls my data on Decentrawood?,True,privacy,0.5920101404190063,0.5920101404190063,0.5911158919334412,0.587684154510498,chunk-dao-decentrawood-dao,Decentrawood DAO,https://decentrawood.com/dao
129,I want to stake my DEOD,True,staking,0.6249479055404663,0.6249479055404663,0.5812275409698486,0.5001851916313171,chunk-staking-overview,DEOD Staking,https://deodstaking.decentrawood.com/
130,Show me the whitepaper,True,navigation,0.17617231607437134,0.17617231607437134,0.17254488170146942,0.170395627617836,chunk-deod-ai-tech-stack,DEOD AI — Technology,https://deod.ai/technology
131,Take me to the DAO proposals page,True,dao,0.48151496052742004,0.48151496052742004,0.4553394913673401,0.40936633944511414,chunk-dao-what-is,Decentrawood DAO,https://decentrawood.com/dao
132,I want to see the culture zone,True,metaverse,0.5549425482749939,0.5549425482749939,0.4006740152835846,0.30408889055252075,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
133,Open the glamour zone,True,metaverse,0.5259732007980347,0.5259732007980347,0.41042378544807434,0.3380197584629059,chunk-metaverse-zones,Decentrawood Metaverse,https://decentrawood.com/metaverse
134,Take me to TuneHub,True,music,0.6668762564659119,0.6668762564659119,0.2694054841995239,0.21884626150131226,chunk-what-is-decentrawood-tunehub,What is Decentrawood?,https://decentrawood.com/what-is-decentrawood
135,Show me the AI Studio,True,deod_ai,0.5078758001327515,0.5078758001327515,0.5065425634384155,0.47815999388694763,chunk-deod-ai-modules,DEOD AI — Home,https://deod.ai/
136,I want to deposit crypto,False,hallucination,0.3931240141391754,0.3931240141391754,0.3350037932395935,0.33342745900154114,chunk-trade-exchanges,Buy DEOD — Trade,https://decentrawood.com/trade
137,Open community page,True,community,0.3212689459323883,0.3212689459323883,0.27387046813964844,0.2563069462776184,chunk-community-rewards,Build the Community,https://decentrawood.com/community
138,How much does the Pro tier of AI Studio cost per month?,False,hallucination,0.4768412113189697,0.4768412113189697,0.4052562713623047,0.3831635117530823,chunk-use-agent-marketplace-agents,Use Your Agent,https://deod.ai/use-your-agent
139,How many land parcels are available in the metaverse?,False,hallucination,0.39870935678482056,0.39870935678482056,0.3676902949810028,0.3391547203063965,chunk-about-us-land,About Us — Decentrawood,https://decentrawood.com/about-us
140,What is the DEOD price prediction for 2025?,False,hallucination,0.37886112928390503,0.37886112928390503,0.37186399102211,0.3588048219680786,chunk-deodtoken-v2-contract,DEOD Tokenomics,https://decentrawood.com/DeodToken
141,Is Decentrawood available in my country?,False,hallucination,0.5034182071685791,0.5034182071685791,0.4971199929714203,0.47166597843170166,chunk-about-us-platform,About Us — Decentrawood,https://decentrawood.com/about-us
142,Who are the investors of Decentrawood?,False,hallucination,0.5618388056755066,0.5618388056755066,0.5537432432174683,0.5237618088722229,chunk-about-us-platform,About Us — Decentrawood,https://decentrawood.com/about-us
143,Does Decentrawood have a referral bonus of 50 DEOD?,False,hallucination,0.5344313383102417,0.5344313383102417,0.48092758655548096,0.4762123227119446,chunk-decentrawood-home-community,Decentrawood — Home,https://decentrawood.com/
144,Is DEOD listed on Coinbase?,False,hallucination,0.5608149170875549,0.5608149170875549,0.5332826972007751,0.5212470293045044,chunk-about-us-deod,About Us — Decentrawood,https://decentrawood.com/about-us
145,What is the market cap of DEOD?,False,hallucination,0.5073447227478027,0.5073447227478027,0.48542362451553345,0.48431867361068726,chunk-deodtoken-allocation,DEOD Tokenomics,https://decentrawood.com/DeodToken
